"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","Crm.Cd.1","Crm.Cd.2","Crm.Cd.3","Crm.Cd.4","LOCATION","Cross.Street","LAT","LON"
210714776,"10/26/2021 12:00:00 AM","10/24/2021 12:00:00 AM",710,7,"Wilshire",724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344",52,"M","W",727,"SHOPPING MALL (COMMON AREA)",NA,"","IC","Invest Cont",341,NA,NA,NA,"100    THE GROVE                    DR","",34.0747,-118.3563
211519165,"12/28/2021 12:00:00 AM","12/27/2021 12:00:00 AM",2119,15,"N Hollywood",1553,1,330,"BURGLARY FROM VEHICLE","0344 1307",26,"M","H",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",330,NA,NA,NA,"12000    KLING                        ST","",34.1558,-118.3943
200120837,"11/10/2020 12:00:00 AM","11/10/2020 12:00:00 AM",1010,1,"Central",138,1,220,"ATTEMPTED ROBBERY","0334 1420 1822 0355",25,"F","H",244,"TOBACCO SHOP",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",220,NA,NA,NA,"300 E  3RD                          ST","",34.0474,-118.2427
200616623,"10/12/2020 12:00:00 AM","10/06/2020 12:00:00 AM",1230,6,"Hollywood",646,1,761,"BRANDISH WEAPON","0334 0432 0443",26,"M","W",102,"SIDEWALK",207,"OTHER KNIFE","IC","Invest Cont",761,NA,NA,NA,"1500    VINE                         ST","",34.0987,-118.3337
201217482,"07/31/2020 12:00:00 AM","07/30/2020 12:00:00 AM",2326,12,"77th Street",1257,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 0400 0416 1814 2000",39,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"700 W  77TH                         ST","",33.9698,-118.2846
201204683,"01/10/2020 12:00:00 AM","01/05/2020 12:00:00 AM",1530,12,"77th Street",1265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1812 0416 0446 0334 0445 0443 0429 0408 0913",29,"F","B",107,"VACANT LOT",312,"PIPE/METAL PIPE","IC","Invest Cont",230,NA,NA,NA,"1200 W  MANCHESTER                   AV","",33.96,-118.2959
210117822,"09/30/2021 12:00:00 AM","09/30/2021 12:00:00 AM",1430,1,"Central",129,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","2032 0344",35,"M","H",118,"CONSTRUCTION SITE",NA,"","IC","Invest Cont",440,NA,NA,NA,"400 E  TEMPLE                       ST","",34.0505,-118.2366
220812998,"08/08/2022 12:00:00 AM","08/03/2022 12:00:00 AM",1000,8,"West LA",842,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1822",32,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",341,NA,NA,NA,"11700    WILSHIRE                     BL","",34.0495,-118.4609
201211370,"04/22/2020 12:00:00 AM","04/22/2020 12:00:00 AM",1300,12,"77th Street",1242,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"2600    HYDE PARK                    BL","",33.9823,-118.3216
211110121,"06/26/2021 12:00:00 AM","06/26/2021 12:00:00 AM",710,11,"Northeast",1124,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0325",0,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"3100    SAN FERNANDO                 RD","",34.1149,-118.2459
210311886,"06/19/2021 12:00:00 AM","06/19/2021 12:00:00 AM",1700,3,"Southwest",312,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329",30,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",745,NA,NA,NA,"2800 S  COCHRAN                      AV","",34.0276,-118.3603
211417784,"09/06/2021 12:00:00 AM","09/05/2021 12:00:00 AM",2340,14,"Pacific",1441,2,624,"BATTERY - SIMPLE ASSAULT","0400 1822",38,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"00    WASHINGTON                   BL","",33.9792,-118.4666
220205663,"02/08/2022 12:00:00 AM","02/07/2022 12:00:00 AM",2130,2,"Rampart",204,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"3400    BELLEVUE                     AV","",34.0792,-118.2811
221415791,"04/01/2021 12:00:00 AM","04/01/2021 12:00:00 AM",1100,14,"Pacific",1412,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344",55,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",341,NA,NA,NA,"200 S  MAIN                         ST","",33.9976,-118.4792
212009884,"06/02/2021 12:00:00 AM","06/02/2021 12:00:00 AM",1300,20,"Olympic",2025,2,354,"THEFT OF IDENTITY","1822 0100",29,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"300 S  NORMANDIE                    AV","",34.0686,-118.3004
201516120,"10/09/2020 12:00:00 AM","10/09/2020 12:00:00 AM",1550,15,"N Hollywood",1525,2,649,"DOCUMENT FORGERY / STOLEN FELONY","1402 0935 1822",50,"M","O",602,"BANK",NA,"","IC","Invest Cont",649,998,NA,NA,"6300    LAUREL CANYON                BL","",34.1848,-118.3965
200712176,"07/30/2020 12:00:00 AM","07/30/2020 12:00:00 AM",15,7,"Wilshire",752,1,210,"ROBBERY","0342 0344 1309 0337 0302",27,"F","H",102,"SIDEWALK",102,"HAND GUN","JA","Juv Arrest",210,NA,NA,NA,"5800 W  PICO                         BL","",34.0558,-118.3706
201219776,"09/01/2020 12:00:00 AM","09/01/2020 12:00:00 AM",1015,12,"77th Street",1268,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1309 0329 1822",0,"X","X",301,"GAS STATION",NA,"","IC","Invest Cont",740,NA,NA,NA,"200 W  MANCHESTER                   AV","",33.964,-118.2739
221912770,"08/03/2022 12:00:00 AM","07/26/2022 12:00:00 AM",1000,19,"Mission",1966,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"9100    WOODMAN                      AV","",34.2386,-118.4464
212017281,"11/19/2021 12:00:00 AM","11/12/2021 12:00:00 AM",200,20,"Olympic",2011,1,330,"BURGLARY FROM VEHICLE","1202 1300 1609 0344 0329",80,"F","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"S  PLYMOUTH                     BL","W  2ND                          ST",34.0712,-118.3229
200513745,"09/04/2020 12:00:00 AM","09/03/2020 12:00:00 AM",1100,5,"Harbor",531,2,660,"COUNTERFEIT","1309 1402 0701",0,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",660,998,NA,NA,"1600 W  PACIFIC COAST                HY","",33.7866,-118.3044
210407584,"04/13/2021 12:00:00 AM","04/09/2021 12:00:00 AM",1900,4,"Hollenbeck",471,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344",0,"M","W",702,"OFFICE BUILDING/OFFICE",NA,"","IC","Invest Cont",341,NA,NA,NA,"500 S  MISSION                      RD","",34.0397,-118.2265
202012985,"08/04/2020 12:00:00 AM","06/04/2020 12:00:00 AM",2140,20,"Olympic",2029,1,210,"ROBBERY","0319 0342 0344 0377 0416 0429 0446 1202 2004 1822",33,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"6TH","LA FAYETTE P",34.0652,-118.2878
200613782,"08/09/2020 12:00:00 AM","08/09/2020 12:00:00 AM",2045,6,"Hollywood",666,1,210,"ROBBERY","1218 2004 1202 0400 0416 1822 0344 0352",65,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"VINE","LEXINGTON",34.0926,-118.3266
220805893,"02/15/2022 12:00:00 AM","02/15/2022 12:00:00 AM",1900,8,"West LA",895,2,624,"BATTERY - SIMPLE ASSAULT","0401 2024",27,"M","B",514,"GROUP HOME",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other",624,NA,NA,NA,"3200    MOTOR                        AV","",34.031,-118.411
201814105,"07/17/2020 12:00:00 AM","07/17/2020 12:00:00 AM",1015,18,"Southeast",1823,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"102ND","TOWNE",33.9438,-118.2674
211319970,"12/07/2021 12:00:00 AM","11/29/2021 12:00:00 AM",800,13,"Newton",1345,2,845,"SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","1501",0,"F","H",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",845,NA,NA,NA,"3400 S  CENTRAL                      AV","",34.0124,-118.2565
200810732,"06/17/2020 12:00:00 AM","06/17/2020 12:00:00 AM",346,8,"West LA",852,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 1609 0329",0,"X","X",406,"OTHER STORE",NA,"","IC","Invest Cont",745,NA,NA,NA,"11700    SANTA MONICA                 BL","",34.0438,-118.456
211311017,"06/10/2021 12:00:00 AM","06/10/2021 12:00:00 AM",1600,13,"Newton",1383,2,624,"BATTERY - SIMPLE ASSAULT","2004 0444 1236",61,"M","H",401,"MINI-MART",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6100 S  MAIN                         ST","",33.9833,-118.2739
220407627,"04/16/2022 12:00:00 AM","04/16/2022 12:00:00 AM",1845,4,"Hollenbeck",401,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",68,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",740,NA,NA,NA,"4400    HOMER                        ST","",34.0898,-118.2075
202006651,"02/24/2020 12:00:00 AM","02/24/2020 12:00:00 AM",1650,20,"Olympic",2022,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 0401 1241 1243",28,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"5TH                          ST","WESTERN                      AV",34.0654,-118.3091
200408047,"04/21/2020 12:00:00 AM","04/20/2020 12:00:00 AM",1830,4,"Hollenbeck",411,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"100 N  AVENUE 21","",34.0747,-118.22
221415938,"08/30/2022 12:00:00 AM","08/29/2022 12:00:00 AM",515,14,"Pacific",1494,2,888,"TRESPASSING","2004 1501",0,"X","X",212,"TRANSPORTATION FACILITY (AIRPORT)",NA,"","IC","Invest Cont",888,NA,NA,NA,"100    WORLD WAY","",33.9455,-118.4004
211423659,"12/29/2021 12:00:00 AM","12/28/2021 12:00:00 AM",2040,14,"Pacific",1464,1,310,"BURGLARY","0344 1601",29,"M","O",120,"STORAGE SHED",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",310,NA,NA,NA,"12400    FIELDING CIR","",33.9791,-118.4092
201112224,"08/06/2020 12:00:00 AM","08/05/2020 12:00:00 AM",2345,11,"Northeast",1161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",0,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",740,NA,NA,NA,"4900    FOUNTAIN                     AV","",34.0954,-118.2967
211810398,"05/13/2021 12:00:00 AM","05/13/2021 12:00:00 AM",2310,18,"Southeast",1821,2,753,"DISCHARGE FIREARMS/SHOTS FIRED","1407 1100 1822",0,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",753,998,NA,NA,"700 W  COLDEN                       AV","",33.9491,-118.2893
211312384,"07/03/2021 12:00:00 AM","07/03/2021 12:00:00 AM",2030,13,"Newton",1394,1,210,"ROBBERY","1309 0344 0945",0,"M","A",108,"PARKING LOT",215,"MACHETE","IC","Invest Cont",210,NA,NA,NA,"6800 S  MAIN                         ST","",33.9774,-118.2739
211800667,"08/10/2021 12:00:00 AM","08/10/2021 12:00:00 AM",1950,18,"Southeast",1838,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 1100 1310 0450 0329 1407",47,"M","H",122,"VEHICLE, PASSENGER/TRUCK",102,"HAND GUN","IC","Invest Cont",740,998,NA,NA,"10600    HICKORY                      ST","",33.9398,-118.2359
200407047,"03/17/2020 12:00:00 AM","03/17/2020 12:00:00 AM",1920,4,"Hollenbeck",429,2,624,"BATTERY - SIMPLE ASSAULT","0444 0400 0416 0360 0913",17,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",624,NA,NA,NA,"5400 S  HUNTINGTON                   DR","",34.0913,-118.1635
210404055,"01/02/2021 12:00:00 AM","01/02/2021 12:00:00 AM",2236,4,"Hollenbeck",442,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT","1100 1822",50,"M","H",101,"STREET",106,"UNKNOWN FIREARM","IC","Invest Cont",250,NA,NA,NA,"MARENGO                      ST","MARK                         ST",34.0586,-118.2119
211815678,"08/24/2021 12:00:00 AM","08/22/2021 12:00:00 AM",2000,18,"Southeast",1862,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"200 E  116TH                        ST","",33.9292,-118.2717
202010062,"05/23/2020 12:00:00 AM","05/23/2020 12:00:00 AM",700,20,"Olympic",2014,1,320,"BURGLARY, ATTEMPTED","0202 1822",0,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",320,NA,NA,NA,"4000 W  3RD                          ST","",34.0726,-118.3029
200211651,"06/21/2020 12:00:00 AM","06/21/2020 12:00:00 AM",1200,2,"Rampart",257,2,624,"BATTERY - SIMPLE ASSAULT","0416 0445 1822 0429 0334",56,"M","H",102,"SIDEWALK",308,"STICK","IC","Invest Cont",624,NA,NA,NA,"8TH                          ST","ALVARADO",34.0552,-118.2675
210406605,"03/13/2021 12:00:00 AM","03/13/2021 12:00:00 AM",1130,4,"Hollenbeck",489,1,510,"VEHICLE - STOLEN","",0,"","",108,"PARKING LOT",NA,"","IC","Invest Cont",510,NA,NA,NA,"SOTO                         ST","HOSTETTER                    ST",34.0255,-118.2197
212007109,"03/12/2021 12:00:00 AM","03/11/2021 12:00:00 AM",2030,20,"Olympic",2031,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 0385",42,"F","H",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"7TH","GRAMERCY",34.0597,-118.3122
210111346,"06/04/2021 12:00:00 AM","05/21/2021 12:00:00 AM",2008,1,"Central",152,1,480,"BIKE - STOLEN","0344 1822",37,"M","B",116,"OTHER/OUTSIDE",NA,"","IC","Invest Cont",480,NA,NA,NA,"500 S  OLIVE                        ST","",34.0488,-118.2535
201225415,"11/29/2020 12:00:00 AM","11/27/2020 12:00:00 AM",1000,12,"77th Street",1235,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"1200 W  60TH                         PL","",33.985,-118.2981
211207340,"02/22/2021 12:00:00 AM","12/14/2020 12:00:00 AM",2000,12,"77th Street",1248,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","AA","Adult Arrest",510,NA,NA,NA,"6500 S  VERMONT                      AV","",33.9793,-118.2916
210914273,"09/19/2021 12:00:00 AM","09/19/2021 12:00:00 AM",200,9,"Van Nuys",939,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"5500    ETHEL                        AV","",34.1703,-118.4182
200814555,"09/26/2020 12:00:00 AM","09/20/2020 12:00:00 AM",200,8,"West LA",835,1,480,"BIKE - STOLEN","0344 1822",30,"M","W",119,"PORCH, RESIDENTIAL",NA,"","IC","Invest Cont",480,NA,NA,NA,"2100 S  BENTLEY                      AV","",34.0407,-118.4371
210219366,"12/28/2021 12:00:00 AM","12/28/2021 12:00:00 AM",5,2,"Rampart",295,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0432 1822 0302 1266",47,"M","O",103,"ALLEY",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",230,NA,NA,NA,"1600 W  PICO                         BL","",34.0447,-118.2769
211605798,"03/04/2021 12:00:00 AM","02/24/2021 12:00:00 AM",2235,16,"Foothill",1621,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1300",32,"F","H",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"13700    MERCER                       ST","",0,0
220616280,"09/19/2022 12:00:00 AM","07/28/2022 12:00:00 AM",1500,6,"Hollywood",642,2,354,"THEFT OF IDENTITY","1822 1501",21,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"1400 N  SIERRA BONITA                AV","",34.0981,-118.3577
211612346,"10/11/2021 12:00:00 AM","10/09/2021 12:00:00 AM",1200,16,"Foothill",1638,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"10500    WILSEY                       AV","",34.2596,-118.297
200509147,"05/07/2020 12:00:00 AM","05/05/2020 12:00:00 AM",1800,5,"Harbor",504,1,330,"BURGLARY FROM VEHICLE","1300 0344",34,"M","U",404,"DEPARTMENT STORE",NA,"","IC","Invest Cont",330,NA,NA,NA,"NORMANDIE                    AV","190TH                        ST",33.8583,-118.2992
212013663,"08/29/2021 12:00:00 AM","08/29/2021 12:00:00 AM",100,20,"Olympic",2053,1,330,"BURGLARY FROM VEHICLE","1822 0358 0344",27,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"3000 W  11TH                         ST","",34.0527,-118.3066
210513846,"09/18/2021 12:00:00 AM","09/18/2021 12:00:00 AM",930,5,"Harbor",585,2,624,"BATTERY - SIMPLE ASSAULT","0361 0444 0913 0603",32,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"500 W  19TH                         ST","",33.727,-118.288
222114102,"09/06/2022 12:00:00 AM","09/03/2022 12:00:00 AM",1,21,"Topanga",2148,2,354,"THEFT OF IDENTITY","1822 0922 0929 1202",76,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"7100    SUNNYBRAE                    AV","",34.1992,-118.5813
202110773,"06/23/2020 12:00:00 AM","06/22/2020 12:00:00 AM",2250,21,"Topanga",2134,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"22100    WYANDOTTE                    ST","",34.2028,-118.6081
200200869,"10/04/2020 12:00:00 AM","10/04/2020 12:00:00 AM",1035,2,"Rampart",212,1,761,"BRANDISH WEAPON","0334 1402 0913 1817",51,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",761,998,NA,NA,"BEVERLY","JUANITA",34.0763,-118.29
200400581,"01/26/2020 12:00:00 AM","01/26/2020 12:00:00 AM",1315,4,"Hollenbeck",439,1,310,"BURGLARY","0344 1402 0321",0,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,998,NA,NA,"5100    VALLEY                       BL","",34.0712,-118.1732
211223794,"11/01/2021 12:00:00 AM","10/31/2021 12:00:00 AM",540,12,"77th Street",1256,1,330,"BURGLARY FROM VEHICLE","0344 1609",22,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"800 W  73RD                         ST","",33.9736,-118.2876
210905517,"02/08/2021 12:00:00 AM","02/04/2021 12:00:00 AM",250,9,"Van Nuys",926,1,330,"BURGLARY FROM VEHICLE","1300 1822 1302 0344",32,"F","O",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"6500    WOODMAN                      AV","",34.1903,-118.4399
220808776,"04/27/2022 12:00:00 AM","03/07/2020 12:00:00 AM",5,8,"West LA",834,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",420,NA,NA,NA,"10500    EASTBORNE                    AV","",34.0565,-118.4276
201421089,"12/02/2020 12:00:00 AM","12/02/2020 12:00:00 AM",900,14,"Pacific",1463,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0443",51,"M","B",710,"OTHER PREMISE",511,"VERBAL THREAT","AA","Adult Arrest",930,NA,NA,NA,"12900 W  JEFFERSON                    BL","",33.9782,-118.422
210807309,"03/23/2021 12:00:00 AM","03/22/2021 12:00:00 AM",2230,8,"West LA",842,1,310,"BURGLARY","1608 0314 1606 0321 1822",27,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"1200    BARRY                        AV","",34.0492,-118.4593
220607737,"03/21/2022 12:00:00 AM","03/21/2022 12:00:00 AM",1900,6,"Hollywood",636,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 0416 1814",56,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"1700    WILCOX                       AV","",34.1016,-118.331
201815698,"08/16/2020 12:00:00 AM","08/16/2020 12:00:00 AM",1400,18,"Southeast",1822,2,624,"BATTERY - SIMPLE ASSAULT","0913 0603 0400 0342 0446",30,"M","H",104,"DRIVEWAY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"200 W  102ND                        ST","",33.9437,-118.2766
221215048,"07/03/2022 12:00:00 AM","07/02/2022 12:00:00 AM",1100,12,"77th Street",1249,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"6900    ESTRELLA                     AV","",33.9774,-118.2849
211709717,"06/14/2021 12:00:00 AM","04/19/2021 12:00:00 AM",2000,17,"Devonshire",1752,1,480,"BIKE - STOLEN","0344",32,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",480,NA,NA,NA,"9900    LURLINE                      AV","",34.2536,-118.5913
201116600,"12/13/2020 12:00:00 AM","12/13/2020 12:00:00 AM",830,11,"Northeast",1186,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344",40,"F","H",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",331,NA,NA,NA,"800    ACADEMY                      RD","",34.0828,-118.2365
202115008,"10/18/2020 12:00:00 AM","10/18/2020 12:00:00 AM",2100,21,"Topanga",2189,2,624,"BATTERY - SIMPLE ASSAULT","0447 0417",17,"F","H",514,"GROUP HOME",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest",624,NA,NA,NA,"4900    SERRANIA                     AV","",34.159,-118.5883
201227060,"12/24/2020 12:00:00 AM","12/23/2020 12:00:00 AM",2045,12,"77th Street",1273,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0913 1309 1251 0416 0432 0448",18,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"WILTON                       PL","MANCHESTER                   AV",33.96,-118.3151
202015270,"09/29/2020 12:00:00 AM","09/29/2020 12:00:00 AM",1410,20,"Olympic",2005,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0431 0209 1310",40,"M","O",101,"STREET",512,"MACE/PEPPER SPRAY","IC","Invest Cont",230,NA,NA,NA,"MAPLEWOOD                    AV","NORMANDIE                    AV",34.0799,-118.3012
221309198,"04/06/2022 12:00:00 AM","04/06/2022 12:00:00 AM",1525,13,"Newton",1317,1,330,"BURGLARY FROM VEHICLE","1609 0329 1822 0344 1307",42,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"1400 E  15TH                         ST","",34.0259,-118.246
220711507,"07/11/2022 12:00:00 AM","07/10/2022 12:00:00 AM",2145,7,"Wilshire",745,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344",49,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"5500 W  9TH                          ST","",34.059,-118.3485
200117808,"09/12/2020 12:00:00 AM","09/11/2020 12:00:00 AM",1615,1,"Central",152,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"7TH                          ST","OLIVE",34.0466,-118.2555
212007713,"04/05/2021 12:00:00 AM","04/05/2021 12:00:00 AM",2025,20,"Olympic",2019,1,210,"ROBBERY","1822 0342 0302 0449 0419 1310 0429 0344 0401 0326",25,"F","B",104,"DRIVEWAY",106,"UNKNOWN FIREARM","IC","Invest Cont",210,NA,NA,NA,"100 S  VIRGIL                       AV","",34.0732,-118.2868
220711011,"06/28/2022 12:00:00 AM","06/25/2022 12:00:00 AM",930,7,"Wilshire",702,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0325 2004",0,"X","X",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",NA,"","IC","Invest Cont",440,NA,NA,NA,"7600    MELROSE                      AV","",34.0837,-118.3553
